"BitcoinDaysDestroyedCumulative","seasonal","trend","remainder"
9788631735,311309237.049976,9588791608.88907,-111469110.939051
9794736701,315713660.96921,9588877218.23163,-109854178.200844
9801647964,315713660.96921,9588962827.57419,-103028524.543404
9807070987,315713660.96921,9588647889.87831,-97290563.8475208
9810933987,315713660.96921,9588332952.18243,-93112626.1516399
9814123560,319480846.525082,9587781963.72232,-93139250.2474041
9817642476,319480846.525082,9587230975.26221,-89069345.7872963
9822875402,319480846.525082,9586565823.68029,-83171268.205368
9825942267,319480846.525082,9585900672.09836,-79439251.6234417
9830043257,323216346.99388,9585177648.19784,-78350738.1917191
9834106784,323216346.99388,9584454624.29732,-73564187.2911968
9842748626,323216346.99388,9583811433.94023,-64279154.9341087
9846688100,323216346.99388,9583168243.58314,-59696490.5770187
9848504384,327143019.295239,9582867814.21819,-61506449.5134277
9853914196,327143019.295239,9582567384.85324,-55796208.1484814
9858418621,327143019.295239,9582610264.20702,-51334662.5022621
9865695876,327143019.295239,9582653143.5608,-44100286.8560429
9871514072,331152750.298296,9583077863.19135,-42716541.4896431
9878538467,331152750.298296,9583502582.82189,-36116866.1201859
9885500056,331152750.298296,9585964178.90293,-31616873.2012272
9895920175,331152750.298296,9588425774.98397,-23658350.2822685
9901041849,334297248.824958,9591059458.0103,-24314857.8352547
9905163563,334297248.824958,9593693141.03662,-22826826.8615761
9915987640,334297248.824958,9596625214.89748,-14934823.7224407
9929983680,334297248.824958,9599557288.75835,-3870857.58330536
9937247216,337941260.623496,9602173202.22593,-2867246.84942055
9944447309,337941260.623496,9604789115.6935,1716932.68300056
9950544341,337941260.623496,9610891984.46441,1711095.9120903
9971313922,337941260.623496,9616994853.23532,16377808.14118
9979911628,341823373.910432,9621256231.0651,16832023.0244713
9985262383,341823373.910432,9625517608.89487,17921400.1947002
9989583066,341823373.910432,9632251781.02971,15507911.0598583
9992414041,341823373.910432,9638985953.16455,11604713.9250183
10008099383,346427010.708314,9640867430.04437,20804942.2473164
10010162867,346427010.708314,9642748906.92419,20986949.3674946
10015321598,346427010.708314,9643670907.08606,25223680.2056255
10021590944,346427010.708314,9644592907.24793,30571026.0437584
10027291297,352994833.782714,9645481671.92397,28814791.2933178
10035621653,352994833.782714,9646370436.60001,36256382.6172771
10048751728,352994833.782714,9647272205.76217,48484688.455122
10051807406,352994833.782714,9648173974.92432,50638597.2929649
10055173150,359052391.019783,9648903343.86951,47217415.1107063
10058496347,359052391.019783,9649632712.8147,49811243.1655159
10061839161,359052391.019783,9650249947.15015,52536822.8300648
10064332108,359052391.019783,9650867181.4856,54412535.4946136
10068525102,363520687.094909,9651425650.83219,53578764.0728989
10070434414,363520687.094909,9651984120.17878,54929606.7263107
10072296714,363520687.094909,9682822902.71413,25953124.1909637
10074796491,363520687.094909,9713661685.24947,-2385881.34438324
10079121711,-66105728.2032592,9830476513.87018,314750925.333078
10082930979,-61949110.9766039,9947291342.49089,197588747.485718
10087703120,-61949110.9766039,10064599453.2324,85052777.7442303
10093458166,-61949110.9766039,10181907563.9739,-26500286.9972572
10144201380,-61949110.9766039,10189107162.6722,17043328.3043594
10147066192,-57736751.9169322,10196306761.3706,8496182.5463047
10158808270,-57736751.9169322,10198174354.3725,18370667.5444641
10163325979,-57736751.9169322,10200041947.3743,21020783.5426235
10168513724,-57736751.9169322,10202664915.4474,23585560.4695683
10179022787,-53975761.6664605,10205287883.5204,27710665.1460419
10183082744,-53975761.6664605,10208536740.898,28521764.768486
10196409332,-53975761.6664605,10211785598.2755,38599495.3909302
10207862996,-53975761.6664605,10215077104.3421,46761653.3243732
10210964868,-51052946.3206083,10218368610.4086,43649203.9119663
10215222138,-51052946.3206083,10220122752.5411,46152331.779459
10222067838,-51052946.3206083,10221876894.6737,51243889.6469536
10228931815,-51052946.3206083,10224061791.0744,55922970.2462273
10235064383,-47117467.8064918,10226246687.4751,55935163.3313847
10247281615,-47117467.8064918,10231081216.6723,63317866.1341763
10296146116,-47117467.8064918,10235915745.8695,107347837.936968
10305871307,-47117467.8064918,10256800597.3431,96188177.4634209
10322723988,-42979777.3014292,10277685448.8166,88018316.4848118
10329709986,-42979777.3014292,10288496667.698,84193095.6034546
10339194664,-42979777.3014292,10299307886.5793,82866554.7220993
10346347637,-42979777.3014292,10311248410.5926,78079003.7088413
10354958369,-39589918.9410474,10323188934.6058,71359353.3352013
10364384439,-39589918.9410474,10325292766.1183,78681591.8227291
10370478069,-39589918.9410474,10327396597.6308,82671390.310257
10382279899,-39589918.9410474,10328631364.2857,93238453.6553497
10387760582,-36508633.4023909,10329866130.9406,94403084.4617844
10391218998,-36508633.4023909,10330811652.0308,96915979.3715858
10399158563,-36508633.4023909,10331757173.121,103910023.281387
10403199484,-36508633.4023909,10332853274.5656,106854842.836788
10410983857,-31223486.4039255,10333949376.0102,108257967.393723
10413613519,-31223486.4039254,10335794393.9445,109042611.459414
10418307020,-31223486.4039254,10337639411.8788,111891094.525105
10424298982,-31223486.4039254,10339613244.1677,115909224.236269
10430549335,-25958994.296425,10341587076.4565,114921252.839931
10442750453,-25958994.296425,10344147985.1027,124561462.193729
10448933199,-25958994.296425,10346708893.7489,128183299.547529
10454414581,-25958994.296425,10349797425.1603,130576150.136135
10458516293,-22868077.8320362,10352885956.5717,128498414.260355
10470462844,-22868077.8320362,10355927881.9715,137403039.860563
10482256603,-22868077.8320362,10358969807.3713,146154873.460773
10491290141,-22868077.8320362,10362212681.2067,151945537.625376
10494852125,-19083565.6216682,10365455555.0421,148480135.579609
10502167095,-19083565.6216682,10367649731.2489,153600929.372799
10510205622,-19083565.6216682,10369843907.4557,159445280.165989
10515745979,-19083565.6216682,10371829611.7848,162999932.836889
10521078094,-14603997.8067569,10373815316.1139,161866775.692879
10526422394,-14603997.8067569,10375644540.0491,165381851.757673
10532627240,-14603997.8067569,10377473763.9843,169757473.82247
10546167240,-14603997.8067569,10380341616.489,180429621.317764
10550710614,-10488627.5682796,10383209468.9937,177989772.574581
10556250874,-10488627.5682796,10387318643.2436,179420858.32468
10565621763,-10488627.5682796,10391427817.4935,184682573.07478
10577642751,-10488627.5682796,10405605162.0994,182526216.468834
10617309299,-7152283.84566931,10419782506.7054,204679076.140278
10627467192,-7152283.84566931,10428402907.0267,206216568.818953
10642809180,-7152283.84566931,10437023307.348,212938156.497627
10651105986,-7152283.84566931,10444947000.3191,213311269.526558
10683108899,-4078664.55571323,10452870693.2902,234316870.265535
10689779976,-4078664.55571323,10464395562.746,229463077.809711
10704796990,-4078664.55571323,10475920432.2018,232955222.353889
10714552692,-4078664.55571323,10479183518.205,239447838.350674
10722722395,-1044032.13079948,10482446604.2083,241319822.922544
10743316518,-1044032.13079948,10485747886.334,258612663.796774
10748717788,-1044032.13079948,10489049168.4598,260712651.671003
10755590572,-1044032.13079948,10491650755.4047,264983848.726135
10762749629,4084499.84081517,10494252342.3495,264412786.809652
10775649420,4084499.84081517,10498654149.1927,272910770.966499
10782891206,4084499.84081517,10503055956.0358,275750750.123346
10792560015,4084499.84081517,10505698582.799,282776932.360153
10800698338,9653798.68340436,10508341209.5622,282703329.75437
10808160538,9653798.68340436,10511163573.963,287343165.353632
10813631362,9653798.68340436,10513985938.3637,289991624.952894
10817253687,9653798.68340436,10517149603.7019,290450284.614668
10828898746,13164909.460962,10520313269.0402,295420567.498886
10840700434,13164909.460962,10523274492.5222,304261032.016813
10844477812,13164909.460962,10526235716.0043,305077186.534742
10849677413,13164909.460962,10529397185.6653,307115317.873728
10857028200,16913704.9569756,10532558655.3263,307555839.716698
10865522120,16913704.9569756,10534938304.1334,313670110.90967
10870202884,16913704.9569756,10537317952.9404,315971226.102642
10875733268,16913704.9569756,10539629419.9319,319190143.111162
10882277116,21666654.4891971,10541940886.9233,318669574.587463
10888669988,21666654.4891971,10543961055.7799,323042277.73093
10898134717,21666654.4891971,10545981224.6364,330486837.874399
10906037755,21666654.4891971,10547448721.7075,336922378.803268
10912114445,26459607.9041163,10548916218.7787,336738618.317217
10916142022,26459607.9041163,10550553736.8895,339128677.206366
10922302675,26459607.9041163,10552191255.0004,343651812.095512
10928365948,26459607.9041163,10557188362.1957,344717977.900192
10935668286,31341844.9474684,10562185469.391,342140971.66152
10959956908,31341844.9474684,10566039544.3104,362575518.742138
10964745227,31341844.9474684,10569893619.2298,363509762.822754
10968801928,31341844.9474684,10575201099.1751,362258983.877413
10977340029,35866543.7865194,10580508579.1205,360964906.093019
10986481056,35866543.7865194,10582464716.5201,368149795.693361
10996062407,35866543.7865194,10584420853.9198,375775009.293701
11001506474,35866543.7865194,10585555185.1668,380084745.046656
11005315894,39819524.6349919,10586689516.4139,378806852.951136
11009837860,39819524.6349919,10588256526.3272,381761809.037773
11013758200,39819524.6349919,10589823536.2406,384115139.124411
11018097983,39819524.6349919,10590990332.8709,387288125.494093
11022570784,43455046.5335998,10592157129.5012,386958607.965168
11026922914,43455046.5335998,10593462981.0814,390004886.385027
11032715200,43455046.5335998,10594768832.6615,394491320.804886
11037142640,43455046.5335998,10596060737.7185,397626855.74786
11042989834,46967151.1755457,10597352642.7756,398670040.048887
11047742908,46967151.1755457,10598538949.1157,402236807.708797
11053987133,46967151.1755457,10599725255.4557,407294726.368708
11067212277,46967151.1755457,10600897186.7698,419347939.054686
11075167902,51254428.9988471,10602069118.0838,421844354.917362
11081155160,51254428.9988471,10603207618.4873,426693112.513897
11086669142,51254428.9988471,10604346118.8907,431068594.110432
