"BitcoinDaysDestroyedCumulative","seasonal","trend","remainder"
1196208153,298153025.99838,1084330082.94093,-186274955.939308
1198736627,298153025.99838,1080616575.04851,-180032974.046889
1199306866,302080915.591725,1076903067.15609,-179677116.747814
1199593658,302080915.591725,1074429323.84504,-176916581.436767
1199928348,302080915.591725,1071955580.534,-174108148.12572
1201473770,302080915.591725,1069565464.27656,-170172609.86828
1216349012,306349873.918168,1067175348.01912,-157176209.937284
1222632640,306349873.918168,1065749146.6134,-149466380.531566
1223363006,306349873.918168,1064322945.20768,-147309813.125847
1227705148,306349873.918168,1064689269.98683,-143333995.905002
1228074566,311309237.049976,1065055594.76599,-148290265.815964
1232613988,311309237.049976,1070330304.19766,-149025553.247635
1236760252,311309237.049976,1075605013.62933,-150153998.679306
1288887753,311309237.049976,1080726000.29111,-103147484.341082
1292009240,315713660.96921,1085846986.95288,-109551407.922091
1297111049,315713660.96921,1086381791.02234,-104984402.991547
1300652157,315713660.96921,1086916595.09179,-101978099.061003
1304160580,315713660.96921,1086232940.51223,-97786021.481436
1307443243,319480846.525082,1085549285.93266,-97586889.4577416
1313416614,319480846.525082,1084683791.34889,-90748023.8739752
1314809942,319480846.525082,1083818296.76513,-88489201.2902085
1318082252,319480846.525082,1082851874.24503,-84250468.7701086
1322064845,323216346.99388,1081885451.72493,-83036953.7188069
1325623469,323216346.99388,1080864135.61137,-78457013.6052548
1328194079,323216346.99388,1079842819.49782,-74865087.4917024
1336797765,323216346.99388,1078433496.31893,-64852078.3128144
1342389249,327143019.295239,1077024173.14005,-61777943.4352852
1343652602,327143019.295239,1075375840.28232,-58866257.5775617
1350157859,327143019.295239,1073727507.4246,-50712667.7198385
1351599478,327143019.295239,1071283860.6212,-46827401.9164408
1352734947,331152750.298296,1068840213.8178,-47258017.1160996
1357295553,331152750.298296,1066064776.65004,-39921973.9483322
1360266442,331152750.298296,1063289339.48227,-34175647.7805648
1361774939,331152750.298296,1060550005.92135,-29927817.2196419
1364209226,334297248.824958,1057810672.36042,-27898695.1853814
1370834049,334297248.824958,1055151619.4095,-18614819.2344548
1372045937,334297248.824958,1052492566.45857,-14743878.283528
1372733791,334297248.824958,1050092900.45766,-11656358.2826229
1375357505,337941260.623496,1047693234.45676,-10276990.0802559
1380112831,337941260.623496,1045511673.86248,-3340103.48597181
1380903922,337941260.623496,1043330113.26819,-367451.891687751
1382103083,337941260.623496,1041279544.76527,2882277.6112318
1383699639,341823373.910432,1039228976.26235,2647288.82721543
1386571094,341823373.910432,1037790624.84448,6957095.24509084
1387466243,341823373.910432,1036352273.4266,9290595.66296625
1388084790,341823373.910432,1035201197.13561,11060218.9539589
1394786360,346427010.708314,1034050120.84462,14309228.447069
1400783790,346427010.708314,1033279852.49087,21076926.8008149
1402390400,346427010.708314,1032509584.13712,23453805.1545607
1403619193,346427010.708314,1032008134.68228,25184047.6094105
1404642468,352994833.782714,1031506685.22743,20140948.989861
1406160659,352994833.782714,1030356879.31166,22808945.9056313
1406974329,352994833.782714,1029207073.39588,24772421.8214016
1410054006,352994833.782714,1027157995.96753,29901176.2497523
1410943492,359052391.019783,1025108918.53918,26782182.4410332
1413452781,359052391.019783,1021419784.98266,32980604.9975566
1415096482,359052391.019783,1017730651.42614,38313439.5540799
1416494293,359052391.019783,1079094941.84114,-21653039.8609217
1417607994,363520687.094909,1140459232.25614,-86371925.3510497
1424170827,363520687.094909,1198745676.8628,-138095536.957706
1427889813,363520687.094909,1257032121.46945,-192662995.564362
1429543969,363520687.094909,1373712073.72696,-307688791.821867
1431820350,-66105728.2032592,1490392025.98446,7534052.21879578
1435230248,-61949110.9766039,1491364679.97593,5814679.00067425
1438578548,-61949110.9766039,1492337333.9674,8190325.00920796
1440917939,-61949110.9766039,1491992931.63441,10874118.3421907
1442863576,-61949110.9766039,1491648529.30143,13164157.6751733
1446256808,-57736751.9169322,1491370912.86771,12622647.0492182
1448483164,-57736751.9169322,1491093296.434,15126619.4829352
1452064680,-57736751.9169322,1490643626.68591,19157805.2310226
1454535686,-57736751.9169322,1490193956.93782,22078480.97911
1463797328,-53975761.6664605,1489597922.04487,28175167.6215878
1466068957,-53975761.6664605,1489001887.15192,31042831.5145369
1468766377,-53975761.6664605,1488284245.91945,34457892.7470059
1470795581,-53975761.6664605,1487566604.68699,37204737.9794748
1473986204,-51052946.3206083,1486250809.25719,38788341.0634184
1476753226,-51052946.3206083,1484935013.82739,42871158.4932141
1478144833,-51052946.3206083,1482844138.95116,46353640.369453
1481168127,-51052946.3206083,1480753264.07492,51467809.2456918
1482161887,-47117467.8064918,1478535586.55563,50743768.2508624
1483029865,-47117467.8064918,1476317909.03634,53829423.7701495
1484422697,-47117467.8064918,1473623796.6609,57916368.1455879
1485432427,-47117467.8064918,1470929684.28547,61620210.5210266
1487699866,-42979777.3014292,1468480129.11356,62199514.1878645
1491200171,-42979777.3014292,1466030573.94166,68149374.3597651
1492922377,-42979777.3014292,1463693519.92429,72208634.3771384
1494888462,-42979777.3014292,1461356465.90692,76511773.3945117
1496238128,-39589918.9410474,1458993037.28181,76835009.6592395
1497934985,-39589918.9410474,1456629608.6567,80895295.2843494
1499494857,-39589918.9410474,1454296175.5607,84788600.3803513
1500906584,-39589918.9410474,1451962742.46469,88533760.4763534
1503497452,-36508633.4023909,1449732828.01298,90273257.3894079
1504803084,-36508633.4023909,1447502913.56127,93808803.8411188
1506627400,-36508633.4023909,1445385453.12812,97750580.274272
1507793211,-36508633.4023909,1443267992.69497,101033851.707425
1509833415,-31223486.4039255,1441255285.99028,99801615.413641
1511450321,-31223486.4039254,1439242579.2856,103431228.118322
1512642121,-31223486.4039254,1436714441.00885,107151166.395074
1513492227,-31223486.4039254,1434186302.7321,110529410.671825
1515571387,-25958994.296425,1433225210.49868,108305170.797748
1516988870,-25958994.296425,1432264118.26525,110683746.031171
1529890308,-25958994.296425,1431611939.23016,124237363.066261
1531523335,-25958994.296425,1430959760.19507,126522569.10135
1561269293,-22868077.8320362,1430886327.7203,153251043.111735
1563052737,-22868077.8320362,1430812895.24553,155107919.586509
1564743090,-22868077.8320362,1431032514.77841,156578653.053624
1567048139,-22868077.8320362,1431252134.3113,158664082.520739
1569637194,-19083565.6216682,1431129545.01781,157591214.603854
1570619390,-19083565.6216682,1431006955.72433,158695999.897338
1571754702,-19083565.6216682,1429912233.9657,160926033.655965
1572892302,-19083565.6216682,1428817512.20708,163158355.414592
1574492009,-14603997.8067569,1427031354.33161,162064652.475145
1576309983,-14603997.8067569,1425245196.45615,165668784.35061
1578263410,-14603997.8067569,1422552608.73898,170314799.067777
1581168054,-14603997.8067569,1419860021.02181,175912030.784943
1582039931,-10488627.5682796,1416150418.13574,176378140.432535
1583387368,-10488627.5682796,1412440815.24968,181435180.318605
1585032784,-10488627.5682796,1409209238.37616,186312173.192122
1586218555,-10488627.5682796,1405977661.50264,190729521.06564
1593316241,-7152283.84566931,1402691250.48523,197777274.360435
1595561841,-7152283.84566931,1399404839.46783,203309285.37784
1598836457,-7152283.84566931,1395791851.86207,210196888.983596
1600911014,-7152283.84566931,1392178864.25632,215884433.589352
1602159068,-4078664.55571323,1388503843.51073,217733889.044985
1603615078,-4078664.55571323,1384828822.76514,222864919.790573
1604959076,-4078664.55571323,1380618566.49862,228419174.057096
1606639139,-4078664.55571323,1376408310.23209,234309493.32362
1608020780,-1044032.13079948,1370935013.51777,238129798.613025
1610269047,-1044032.13079948,1365461716.80346,245851362.327343
1612503430,-1044032.13079948,1360867702.94529,252679759.185512
1613575689,-1044032.13079948,1356273689.08712,258346032.043681
1615534885,4084499.84081517,1351655397.70349,259794987.455691
1617546456,4084499.84081517,1347037106.31987,266424849.839317
1619752370,4084499.84081517,1344140001.69934,271527868.459845
1623635004,4084499.84081517,1341242897.07881,278307607.080374
1625277475,9653798.68340436,1339150967.15574,276472709.160852
1629168341,9653798.68340436,1337059037.23268,282455505.08392
1631073910,9653798.68340436,1335259568.15765,286160543.158948
1633492739,9653798.68340436,1333460099.08262,290378841.233976
1636758308,13164909.460962,1331802866.89266,291790531.646381
1638287695,13164909.460962,1330145634.70269,294977150.836344
1642176990,13164909.460962,1328532051.42095,300480029.118089
1644407363,13164909.460962,1326918468.1392,304323985.399834
1645751213,16913704.9569756,1325538887.18711,303298620.855913
1647252431,16913704.9569756,1324159306.23502,306179419.808006
1649075624,16913704.9569756,1322784448.28992,309377470.753109
1650583264,16913704.9569756,1321409590.34481,312259968.698212
1652429278,21666654.4891971,1319631087.91697,311131535.593832
1667984142,21666654.4891971,1317852585.48913,328464902.021673
1669345138,21666654.4891971,1316817136.04187,330861347.46893
1670316879,21666654.4891971,1315781686.59462,332868537.916185
1671581686,26459607.9041163,1314234129.90182,330887948.194067
1676538150,26459607.9041163,1312686573.20902,337391968.886868
1679589518,26459607.9041163,1311656100.66888,341473809.426999
1681175841,26459607.9041163,1310625628.12875,344090604.96713
1685300203,31341844.9474684,1309369069.46369,344589288.588839
1687103038,31341844.9474684,1308112510.79863,347648682.2539
1688131663,31341844.9474684,1306758770.77568,350031047.276855
1692333585,31341844.9474684,1305405030.75272,355586709.299809
1694740591,35866543.7865194,1303735891.42908,355138155.784405
1698649277,35866543.7865194,1302066752.10543,360715981.108052
1705806530,35866543.7865194,1300465943.86129,369474042.352187
1708519438,35866543.7865194,1298865135.61716,373787758.596322
1710131659,39819524.6349919,1297443178.6485,372868955.716506
1712623846,39819524.6349919,1296021221.67985,376783099.685163
1715799530,39819524.6349919,1294645402.67921,381334602.685797
1717983930,39819524.6349919,1293269583.67858,384894821.686431
1720225277,43455046.5335998,1292194179.00994,384576051.456456
1722268096,43455046.5335998,1291118774.34131,387694275.12509
1724711593,43455046.5335998,1290234609.79736,391021936.669037
1726927151,43455046.5335998,1289350445.25342,394121659.212983
1729545446,46967151.1755457,1288635338.53453,393942956.289921
1731860587,46967151.1755457,1287920231.81565,396973204.008805
1733868504,46967151.1755457,1287357992.21101,399543360.613447
1736521595,46967151.1755457,1286795752.60636,402758691.21809
1756058630,51254428.9988471,1286404511.95591,418399689.045238
1758392595,51254428.9988471,1286013271.30546,421124894.695688
1759765936,51254428.9988471,1292885675.03754,415625831.963614
1760774060,51254428.9988471,1299758078.76961,409761552.23154
1764977580,55515263.5304101,1539449321.81057,170012994.659016
1767157197,55515263.5304101,1779140564.85154,-67498631.3819454
1769021819,55515263.5304101,2019982185.70707,-306475630.237479
1770967524,55515263.5304101,2260823806.5626,-545371546.093013
1773310190,59551120.6833656,2272746105.46627,-558987036.149638
1774672467,59551120.6833656,2284668404.36994,-569547058.053308
1777015951,59551120.6833656,2284980191.58463,-567515361.268
1783097884,59551120.6833656,2285291978.79933,-561745215.482692
1784956910,63906458.3201282,2286436683.48023,-565386231.800361
1787882748,63906458.3201282,2287581388.16114,-563605098.481268
1790795406,63906458.3201282,2290174949.81333,-563286002.133456
1792858431,63906458.3201282,2292768511.46552,-563816538.785644
1794343301,68227336.8255747,2294814863.41378,-568698899.239357
1812001104,68227336.8255747,2296861215.36205,-553087448.187623
1817560501,68227336.8255747,2299638095.52293,-550304931.348506
1822278342,68227336.8255747,2302414975.68381,-548363970.509388
1824139727,72863811.0370947,2303463541.72047,-552187625.757565
1828995481,72863811.0370947,2304512107.75713,-548380437.794223
1832343401,72863811.0370947,2305524745.94359,-546045155.980687
1836464410,72863811.0370947,2306537384.13006,-542936785.167151
1839519247,77117412.0714316,2307560155.87187,-545158320.943306
1842674591,77117412.0714316,2308582927.61369,-543025748.685125
1848155296,77117412.0714316,2309162711.99321,-538124828.06464
1851958235,77117412.0714316,2309742496.37272,-534901673.444155
1853219493,81130562.8977443,2309846055.72054,-537757125.61828
1856520963,81130562.8977443,2309949615.06835,-534559214.966093
1859757340,81130562.8977443,2309662538.41782,-531035761.315562
1862036152,81130562.8977443,2309375461.76729,-528469872.665032
1864052942,85608634.5539718,2308740403.28983,-530296095.843807
1866031432,85608634.5539718,2308105344.81238,-527682547.366354
1867726454,85608634.5539718,2307553882.79342,-525436063.347394
1868996656,85608634.5539718,2307002420.77446,-523614399.328435
1884006144,90504559.099629,2306353338.8155,-512851753.915125
1885592920,90504559.099629,2305704256.85653,-510615895.956158
1887784069,90504559.099629,2305077522.29312,-507798012.392753
1892363668,90504559.099629,2304450787.72972,-502591678.829347
1895041110,95527575.1202035,2303366298.54935,-503852763.66955
1898049983,95527575.1202035,2302281809.36897,-499759401.489178
1899843510,95527575.1202035,2300692083.22459,-496376148.344796
1901950579,95527575.1202035,2299102357.08021,-492679353.200413
1903354237,99731796.3684247,2297240825.00612,-493618384.374542
1904225908,99731796.3684247,2295379292.93202,-490885181.300449
1906415458,99731796.3684247,2293483241.05699,-486799579.425412
1908791413,99731796.3684247,2291587189.18195,-482527572.550376
1911765700,103675721.572938,2289813530.23531,-481723551.808249
1914238016,103675721.572938,2288039871.28867,-477477576.861609
1915834983,103675721.572938,2286514500.58292,-474355239.155859
1918437408,103675721.572938,2284989129.87717,-470227443.45011
1919892254,108457768.025473,2283750958.77138,-472316472.796849
1922879668,108457768.025473,2282512787.66558,-468090887.691052
1925679990,108457768.025473,2281704288.81803,-464482066.843504
1929680826,108457768.025473,2280895789.97048,-459672731.995955
1934343190,113258036.829675,2280524908.22923,-459439755.058901
1937073277,113258036.829675,2280154026.48797,-456338786.317644
1938593306,113258036.829675,2279933825.62905,-454598556.458721
1945003518,113258036.829675,2279713624.77012,-447968143.599797
1947629001,118643295.618385,2279136007.05737,-450150301.675751
1950851223,118643295.618385,2278558389.34461,-446350461.962995
1952378274,118643295.618385,2277502564.66159,-443767586.279976
1954694998,118643295.618385,2276446739.97857,-440395037.596956
1955991999,124133907.019102,2275044184.47331,-443186092.492409
1957905904,124133907.019102,2273641628.96804,-439869631.987145
1959378794,124133907.019102,2272291325.6669,-437046438.686005
1960995710,124133907.019102,2270941022.36576,-434079219.384865
1963194585,128113878.327941,2269962339.62075,-434881632.94869
1965485733,128113878.327941,2268983656.87574,-431611802.203677
1968159209,128113878.327941,2268912136.56827,-428866805.896215
1970483610,128113878.327941,2268840616.26081,-426470884.588753
1972821834,132236569.858502,2272746476.08553,-432161211.944033
1979103738,132236569.858502,2276652335.91025,-429785167.768753
1981974203,132236569.858502,2280085454.03546,-430347820.893965
1985097918,132236569.858502,2283518572.16067,-430657224.019176
2007371874,136918470.31976,2289397837.79478,-418944434.114544
2008988061,136918470.31976,2295277103.42889,-423207512.748654
2012864881,136918470.31976,2297209907.46417,-421263496.783928
2028724102,136918470.31976,2299142711.49944,-407337079.819202
2030565288,141716169.762813,2304056489.26044,-415207371.023252
2034306296,141716169.762813,2308970267.02144,-416380140.78425
2049710377,141716169.762813,2310761864.74324,-402767657.506056
2054520440,141716169.762813,2312553462.46505,-399749192.227863
2059059661,145237419.527582,2313595311.03112,-399773069.558697
2061424459,145237419.527582,2314637159.59718,-398450120.124763
2065111664,145237419.527582,2315063011.51955,-395188767.04713
2067501810,145237419.527582,2315488863.44192,-393224472.969497
2070228090,148382591.375305,2315660274.27122,-393814775.646528
2072751737,148382591.375305,2315831685.10053,-391462539.475835
2074989288,148382591.375305,2315782539.64313,-389175843.01843
2078684524,148382591.375305,2315733394.18572,-385431461.561026
2080563552,152669533.742807,2315630711.25378,-387736692.996591
2083132104,152669533.742807,2315528028.32185,-385065458.064654
2085059711,152669533.742807,2315575231.72049,-383185054.4633
2088009687,152669533.742807,2315622435.11914,-380282281.861946
2092128456,159072106.029281,2315868350.61441,-382812000.643693
2094607033,159072106.029281,2316114266.10968,-380579339.138966
2098102081,159072106.029281,2316477765.44026,-377447790.469537
2103190078,159072106.029281,2316841264.77083,-372723292.800108
2107369080,165368428.635945,2317392563.15622,-375391911.792166
2109399504,165368428.635945,2317943861.54162,-373912786.17756
2113299235,165368428.635945,2318433423.93949,-370502617.575433
2116796586,165368428.635945,2318922986.33736,-367494828.973306
2123873222,167194743.662886,2319119414.15115,-362440935.814032
2126583709,167194743.662886,2319315841.96493,-359926876.627817
2128711413,167194743.662886,2319445640.89402,-357928971.556911
2130565987,167194743.662886,2319575439.82312,-356204196.486006
2132042364,173430294.482761,2319630173.06431,-361018103.547073
2134470826,173430294.482761,2319684906.3055,-358644374.788265
2137630902,173430294.482761,2325746372.58489,-361545765.067653
2141121078,173430294.482761,2331807838.86428,-364117055.347041
2145459251,184418017.675495,2335562071.3635,-374520838.038998
2157086972,184418017.675495,2339316303.86273,-366647349.53822
2170702087,184418017.675495,2347395282.09378,-361111212.769273
2185426516,184418017.675495,2355474260.32483,-354465762.000325
2197168806,192083248.614819,2355703146.25651,-350617588.871333
2200397616,192083248.614819,2355932032.1882,-347617664.803018
2205670111,192083248.614819,2356278590.22137,-342691727.836192
2208352560,192083248.614819,2356625148.25455,-340355836.869367
2211450192,197662379.187069,2357545314.58519,-343757501.772256
2213158724,197662379.187069,2358465480.91583,-342969136.102895
2214848224,197662379.187069,2358967354.70934,-341781509.896412
2229669895,197662379.187069,2359469228.50286,-327461712.689929
2235700516,203136912.461773,2361010117.89763,-328446514.359399
2238215907,203136912.461773,2362551007.29239,-327472012.754164
2239496152,203136912.461773,2364212165.2722,-327852925.733977
2260644554,203136912.461773,2365873323.25202,-308365681.71379
2262273337,209051533.354601,2366801694.78269,-313579891.137287
2263493287,209051533.354601,2367730066.31335,-313288312.667954
2265772771,209051533.354601,2368741979.07694,-312020741.431542
2268442777,209051533.354601,2369753891.84053,-310362648.19513
2269836409,214973995.728295,2369795972.1144,-314933558.842699
2272894314,214973995.728295,2369838052.38828,-311917734.116575
2275033667,214973995.728295,2370913137.48602,-310853466.214314
2276238496,214973995.728295,2371988222.58376,-310723722.312053
2280228834,221307211.191827,2373099829.60121,-314178206.793034
2301619170,221307211.191827,2374211436.61866,-293899477.810482
2302973388,221307211.191827,2375952575.67432,-294286398.866143
2304554458,221307211.191827,2377693714.72998,-294446467.921803
2307304586,227458543.239858,2379267204.81422,-299421162.054077
2308655356,227458543.239858,2380840694.89846,-299643882.13832
2312375022,227458543.239858,2382262946.59953,-297346467.839391
2313787344,227458543.239858,2383685198.3006,-297356397.540462
2322455838,234170685.572263,2385514811.82834,-297229659.4006
2329233644,234170685.572263,2387344425.35607,-292281466.928333
2335282585,234170685.572263,2389301995.18268,-288190095.754939
2341577784,234170685.572263,2391259565.00928,-283852466.581545
2347553720,241812077.260347,2392990118.99113,-287248476.251481
2352350342,241812077.260347,2394720672.97299,-284182408.233333
2355000496,241812077.260347,2396252564.49513,-283064145.755473
2361509188,241812077.260347,2397784456.01727,-278087345.277613
2365031363,256910877.759535,2399171795.15725,-291051309.91679
2369163890,256910877.759535,2400559134.29724,-288306122.056778
2372638331,256910877.759535,2402001704.79253,-286274251.552065
2375568196,256910877.759535,2403444275.28782,-284786957.047353
2386479563,263257671.80863,2404395301.59971,-281173410.40834
2388668572,263257671.80863,2405346327.9116,-279935427.720232
2391656533,263257671.80863,2405839707.87581,-277440846.684437
2394522634,263257671.80863,2406333087.84001,-275068125.648641
2398666891,261562673.743522,2406541421.77945,-269437204.522976
2406109998,261562673.743522,2406749755.7189,-262202431.46242
2408842840,261562673.743522,2406885687.39684,-259605521.140366
2410246700,261562673.743522,2407021619.07479,-258337592.818311
2412021022,268363180.826407,2407235331.80701,-263577490.63342
2423131543,268363180.826407,2407449044.53924,-252680682.365644
2424751098,268363180.826407,2407664313.47246,-251276396.298862
2428894870,268363180.826407,2407879582.40567,-247347893.23208
2431229584,275238427.0338,2408101448.51249,-252110291.546288
2434664580,275238427.0338,2408323314.6193,-248897161.653103
2435849929,275238427.0338,2408580715.12862,-247969213.162423
2442204597,275238427.0338,2408838115.63794,-241871945.671743
2446401972,280613735.703816,2409241260.16344,-243453023.867253
2448355616,280613735.703816,2409644404.68893,-241902524.392747
2459957357,280613735.703816,2409981701.1789,-230638079.882714
2464664284,280613735.703816,2410318997.66886,-226268449.372681
2467807887,284828822.48047,2410455735.20216,-227476670.682627
2469649908,284828822.48047,2410592472.73545,-225771387.215919
2475512824,284828822.48047,2410538044.98478,-219854043.465252
2477338988,284828822.48047,2410483617.23411,-217973451.714584
2479959528,289366552.734829,2410295523.19169,-219702547.926519
2481981569,289366552.734829,2410107429.14927,-217492412.884097
2489385698,289366552.734829,2409800574.73523,-209781429.470057
2494393611,289366552.734829,2409493720.32119,-204466662.056018
2500094082,294074780.146724,2409135319.27535,-203116017.422079
2501440557,294074780.146724,2408776918.22952,-201411141.376243
2503577683,294074780.146724,2408077373.76487,-198574470.911599
2507605414,294074780.146724,2407377829.30023,-193847195.446954
2511292053,298153025.99838,2405878921.70159,-192739894.699974
2514387999,298153025.99838,2404380014.10296,-188145041.101338
2517804199,298153025.99838,2402036291.92084,-182385118.919224
2519240966,298153025.99838,2399692569.73873,-178604629.737109
2522068440,302080915.591725,2396594348.54323,-176606824.134951
2524984761,302080915.591725,2393496127.34772,-170592281.939449
2527425420,302080915.591725,2390308970.46055,-164964466.052275
2529910856,302080915.591725,2387121813.57338,-159291873.165102
2534401911,306349873.918168,2384070059.95989,-156018022.878055
2537198543,306349873.918168,2381018306.3464,-150169637.264565
2538246728,306349873.918168,2378157729.89363,-146260875.811801
2541615366,306349873.918168,2375297153.44087,-140031661.359037
2546497978,311309237.049976,2372555570.36645,-137366829.416428
2548251471,311309237.049976,2369813987.29203,-132871753.34201
2553294592,311309237.049976,2367302871.05897,-125317516.108943
2556297346,311309237.049976,2364791754.8259,-119803645.875875
2563222891,315713660.96921,2362396189.54532,-114886959.514531
2566401545,315713660.96921,2360000624.26474,-109312740.233953
2568593295,315713660.96921,2357717379.25026,-104837745.219472
2572500874,315713660.96921,2355434134.23578,-98646921.2049909
2574680763,319480846.525082,2353420416.29319,-98220499.8182697
2577801807,319480846.525082,2351406698.35059,-93085737.8756757
2580266530,319480846.525082,2349425039.22744,-88639355.7525244
2582449700,319480846.525082,2347443380.10429,-84474526.6293731
2585457730,323216346.99388,2345656323.2971,-83414940.2909765
2587682453,323216346.99388,2343869266.4899,-79403160.4837818
2593042407,323216346.99388,2342398577.54982,-72572517.5437045
2597541991,323216346.99388,2340927888.60975,-66602244.6036272
2601414333,327143019.295239,2339868192.93348,-65596879.2287159
2603499815,327143019.295239,2338808497.25721,-62451701.5524454
2607819401,327143019.295239,2337997641.19409,-57321259.4893303
2610977336,327143019.295239,2337186785.13098,-53352468.4262147
2612455858,331152750.298296,2336864725.63256,-55561617.9308567
2614949529,331152750.298296,2336542666.13415,-52745887.4324427
2632784307,331152750.298296,2336398815.28746,-34767258.5857568
2641178758,331152750.298296,2336254964.44078,-26228956.7390714
2643891075,334297248.824958,2336018157.46389,-26424331.2888474
2653254143,334297248.824958,2335781350.487,-16824456.3119612
2655028563,334297248.824958,2335606634.03786,-14875319.8628216
2657276765,334297248.824958,2335431917.58872,-12452401.413682
2661756156,337941260.623496,2335494230.98721,-11679335.6107073
2666531119,337941260.623496,2335556544.3857,-6966686.00919485
2673355714,337941260.623496,2335786990.92425,-372537.54774189
2677965134,337941260.623496,2336017437.46279,4006435.91371059
2685302942,341823373.910432,2336250215.03561,7229353.05395937
2688088514,341823373.910432,2336482992.60842,9782147.48114395
2690919256,341823373.910432,2336591076.20926,12504805.8803082
2692853533,341823373.910432,2336699159.8101,14330999.2794724
2695966951,346427010.708314,2336507881.36199,13032058.9296989
2699357272,346427010.708314,2336316602.91388,16613658.3778081
2705839196,346427010.708314,2336064508.91098,23347676.3807054
2709545877,346427010.708314,2335812414.90808,27306451.3836021
2711956075,352994833.782714,2335718660.17723,23242581.0400524
2713083924,352994833.782714,2335624905.44638,24464184.7709026
2715400833,352994833.782714,2335523131.84875,26882867.3685389
2716767955,352994833.782714,2335421358.25111,28351762.9661746
2718374819,359052391.019783,2347444127.80008,11878300.1801329
2719895527,359052391.019783,2359466897.34906,1376238.63116074
2722301728,359052391.019783,2571664916.78989,-208415579.80967
2724503559,359052391.019783,2783862936.23072,-418411768.2505
2726350474,363520687.094909,2797077361.63314,-434247574.728053
2738146012,363520687.094909,2810291787.03557,-435666462.13048
2741074473,363520687.094909,2809894947.89063,-432341161.985543
2743127655,363520687.094909,2809498108.7457,-429891140.840606
2746068054,-66105728.2032592,2809140268.75831,3033513.4449544
2749880744,-61949110.9766039,2808782428.77091,3047426.20569038
2753418877,-61949110.9766039,2808595985.83086,6772002.14574862
2754789806,-61949110.9766039,2808409542.8908,8329374.08580732
2756844858,-61949110.9766039,2808064885.30364,10729083.6729665
2761200168,-57736751.9169322,2807720227.71648,11216692.2004538
2766913028,-57736751.9169322,2807296502.54181,17353277.3751221
2772120194,-57736751.9169322,2806872777.36714,22984168.5497899
2774782623,-57736751.9169322,2806535286.33582,25984088.5811081
2777158525,-53975761.6664605,2806197795.30451,24936491.3619552
2780533596,-53975761.6664605,2805865167.63168,28644190.0347819
2783509308,-53975761.6664605,2805532539.95885,31952529.7076082
2787667045,-53975761.6664605,2805375559.99289,36267246.6735725
2790955875,-51052946.3206083,2805218580.02692,36790241.2936845
2796032475,-51052946.3206083,2805685758.29465,41399663.0259571
2801067471,-51052946.3206083,2806152936.56238,45967480.7582302
2803966013,-51052946.3206083,2807740092.17471,47278867.145896
2806165710,-47117467.8064918,2809327247.78705,43955930.0194459
2809568711,-47117467.8064918,2811151894.42849,45534284.3780003
2823193460,-47117467.8064918,2812976541.06994,57334386.7365541
2829411990,-47117467.8064918,2815303237.53743,61226220.2690659
2836950607,-42979777.3014292,2817629934.00491,62300450.2965155
2843728313,-42979777.3014292,2818956547.84557,67751542.4558549
2850236780,-42979777.3014292,2820283161.68623,72933395.6151943
2862132653,-42979777.3014292,2821413704.48848,83698725.8129458
2866187517,-39589918.9410474,2822544247.29073,83233188.6503158
2880064058,-39589918.9410474,2825189490.3011,94464486.6399484
2892222319,-39589918.9410474,2827834733.31147,103977504.62958
2905320592,-39589918.9410474,2845660691.86947,99249819.0715728
2935410333,-36508633.4023909,2863486650.42748,108432315.974908
2949011913,-36508633.4023909,2880233713.16338,105286833.239013
2952228741,-36508633.4023909,2896980775.89927,91756598.5031171
2960742982,-36508633.4023909,2898562783.53902,98688831.8633704
2968063478,-31223486.4039255,2900144791.17877,99142173.2251582
2972447805,-31223486.4039254,2901078729.38566,102592562.018266
2977428970,-31223486.4039254,2902012667.59255,106639788.811374
2986495833,-31223486.4039254,2903076555.26302,114642764.140904
2990494208,-25958994.296425,2904140442.93349,112312759.362934
3000673816,-25958994.296425,2905965769.96705,120667040.32937
3004209793,-25958994.296425,2907791097.00062,122377690.295806
3010428881,-25958994.296425,2911615742.18009,124772133.116333
3018673871,-22868077.8320362,2915440387.35957,126101561.47247
3025074765,-22868077.8320362,2919044559.26565,128898283.566387
3035024972,-22868077.8320362,2922648731.17173,135244318.660304
3052271005,-22868077.8320362,2927138496.32686,148000586.505172
3060108210,-19083565.6216682,2931628261.482,147563514.139673
3065995220,-19083565.6216682,2934155927.03267,150922858.589001
3072244656,-19083565.6216682,2936683592.58334,154644629.038328
3078643764,-19083565.6216682,2939225665.00136,158501664.620313
3086985863,-14603997.8067569,2941767737.41937,159822123.387386
3092447160,-14603997.8067569,2948679199.71375,158371958.093008
3097506213,-14603997.8067569,2955590662.00813,156519548.798629
3102729549,-14603997.8067569,2960299260.78558,157034286.021178
3133722178,-10488627.5682796,2965007859.56303,179202946.00525
3139303645,-10488627.5682796,2971134983.18658,178657289.381696
3145949255,-10488627.5682796,2977262106.81014,179175775.758143
3166695959,-10488627.5682796,2979109273.35902,198075313.209261
3172873596,-7152283.84566931,2980956439.9079,199069439.937769
3178762632,-7152283.84566931,2982024687.12595,203890228.719716
3182521668,-7152283.84566931,2983092934.34401,206581017.501662
3186503571,-7152283.84566931,2984395478.99436,209260375.851305
3197967374,-4078664.55571323,2985698023.64472,216348014.910993
