"TotalBitcoins","seasonal","trend","remainder"
10914825,-327087.642323264,10913449.4580994,328463.184223911
10919750,-327105.96498364,10912758.434989,334097.529994618
10924425,-327116.447957958,10911972.7884402,339568.659517799
10930000,-321131.40115593,10911187.1418913,339944.259264633
10935625,-321149.189221113,10909951.8095189,346822.379702171
10940875,-321167.521747838,10908716.4771466,353326.04460125
10946300,-321178.020680165,10907488.0474769,359989.973203287
10949700,-315155.513042122,10906259.6178072,358595.895234952
10953600,-315173.29027929,10904475.8699235,364297.420355765
10956750,-315191.632672364,10902692.1220399,369249.510632483
10961225,-315202.1475627,10901438.1293431,374989.018219609
10965775,-309399.022696053,10900184.1366463,374989.886049747
10969925,-309416.789105205,10898867.3823931,380474.406712098
10973850,-309435.141364628,10897550.6281399,385734.513224719
10979300,-309445.672212974,10896068.3130396,392677.359173372
10983675,-303983.178354468,10894585.9979393,393072.180415176
10988125,-304000.933935605,10893022.362214,399103.571721569
10992125,-304019.296061377,10891458.7264888,404685.569572598
10995725,-304029.842867732,10889852.1854616,409902.657406138
10999925,-298412.777482137,10888245.6444344,410092.133047728
11003975,-298430.522235258,10886619.4170379,415786.105197312
11008200,-298448.894227379,10884993.1896415,421655.704585897
11012400,-298459.456991744,10883570.5101488,427288.946842991
11017000,-292767.438750913,10882147.830656,427619.608094893
11021100,-292785.172676019,10881043.593444,432841.579231974
11025425,-292803.554534489,10879939.3562321,438289.198302418
11029400,-292814.133256862,10879049.2612543,443164.872002546
11033475,-286932.042145435,10878159.1662766,442247.875868874
11037475,-286949.765242526,10877379.0788572,447045.686385358
11042050,-286968.156967345,10876598.9914378,452419.165529568
11046225,-286978.751647728,10875796.4596118,457407.292035975
11050300,-280811.516217969,10874993.9277857,456117.588432241
11053425,-280829.228487044,10874095.7207096,460158.507777482
11057050,-280847.630078212,10873197.5136334,464700.116444815
11061400,-280858.240716604,10872777.6938751,469480.546841456
11065450,-274547.199016119,10872357.8741169,467639.324899219
11069425,-274564.900457179,11315007.2512829,28982.64917426
11073800,-274583.311914696,11757656.6284489,-409273.31653424
11077775,-274593.938511098,11757655.3645793,-405286.426068168
11082075,-268043.676160278,11757654.1007096,-407535.424549317
11086050,-268061.366773323,11757658.4209218,-403547.054148493
11090225,-268079.788097189,11757662.741134,-399357.953036848
11094750,-268090.4306516,11757707.2138475,-394866.783195909
11098475,-261712.951716297,11757751.686561,-397563.734844683
11102000,-261730.631501327,11757857.3418895,-394126.710388148
11105600,-261749.062691542,11757962.997218,-390613.934526429
11109275,-261759.721203961,11758058.8862749,-387024.165070942
11113125,-255671.386582454,11758154.7753318,-389358.38874938
11116975,-255689.055539468,11758260.1850554,-385596.129515927
11121050,-255707.496596032,11758365.594779,-381608.098182924
11125450,-255718.171066461,11758284.3390594,-377116.167992925
11129525,-249598.33430303,11758203.0833398,-379079.749036785
11133675,-249615.992432029,11757306.8984668,-374015.906034745
11137850,-249634.443354942,11756410.7135937,-368926.270238791
11142225,-249645.13378338,11755298.3471072,-363428.213323839
11146675,-243350.226451078,11754185.9806207,-364160.754169626
11151175,-243367.873752061,11751361.0425109,-356818.168758838
11154850,-243386.334541323,11748536.1044011,-350299.76985977
11158525,-243397.040927771,11746959.7635293,-345037.72260157
11162150,-236775.264160811,11745383.4226576,-346458.158496777
11166175,-236792.90063378,11743657.2899409,-340689.389307117
11169850,-236811.371289391,11741931.1572242,-335269.785934815
11173700,-236822.093633847,11739340.7408077,-328818.647173895
11177150,-230322.437194454,11736750.3243913,-329277.887196824
11180875,-230340.062248398,11734502.7697695,-323287.707521085
11185025,-230358.542770358,11732255.2151477,-316871.672377326
11189050,-230369.281072823,11729749.4011103,-310330.120037457
11193100,-224172.607233158,11727243.5870729,-309970.979839718
11197400,-224190.220868076,11725265.1473471,-303674.926479064
11201425,-224208.711256385,11723286.7076214,-297652.996365024
11205725,-224219.46551686,11721633.7911253,-291689.325608412
11209775,-218299.441185545,11719980.8746291,-291906.433443589
11213975,-218317.043401438,11718434.7170027,-286142.673601229
11218200,-218335.543656096,11716888.5593762,-280353.015720105
11222850,-218346.31387458,11715566.5867278,-274370.272853192
11227800,-212351.667794055,11714244.6140793,-274092.946285291
11232900,-212369.258590923,11713001.890711,-267732.63212006
11238125,-212387.76871193,11711759.1673426,-261246.398630694
11243375,-212398.554888423,11710366.2680944,-254592.713205989
11248425,-205962.761197192,11708973.3688462,-254585.607649012
11252875,-205980.340575035,11707462.6402548,-248607.299679814
11256900,-205998.860562391,11705951.9116635,-243053.051101103
11261100,-206009.662696894,11704221.7160921,-237112.053395214
11265275,-199783.650049123,11702491.5205207,-237432.870471597
11269775,-199801.218007941,11700806.0562452,-231229.838237308
11274175,-199819.747861646,11699120.5919698,-225125.844108133
11279175,-199830.565954158,11697437.1603882,-218431.59443406
11284000,-193674.968672095,11695753.7288067,-218078.760134563
11288300,-193692.525211888,11693980.9893522,-211988.46414035
11292700,-193711.064931942,11692208.2498978,-205797.184965873
11297375,-193721.898982463,11690283.0164485,-199186.117466033
11301225,-187280.202624552,11688357.7829992,-199852.580374625
11304875,-187297.74774532,11686345.6055734,-194172.857828055
11308000,-187316.297331723,11684333.4281476,-189017.130815851
11311650,-187327.147340253,11682278.9760132,-183301.828672945
11315975,-181086.73053201,11680224.5238788,-183162.793346815
11320275,-181104.264233753,11678203.4635002,-176824.199266482
11324675,-181122.819394206,11676182.4031216,-170384.583727436
11328250,-181133.689653045,11674279.0627581,-164895.373105064
11331950,-174919.531368723,11672375.7223946,-165506.191025851
11336675,-174937.053651441,11670519.9565008,-158907.902849358
11340825,-174955.614385944,11668664.190607,-152883.576221079
11345025,-174966.50489509,11666788.4870721,-146796.982177038
11349050,-168558.231879444,11664912.7835372,-147304.55165779
11353150,-168575.742743137,11663002.6934408,-141276.950697614
11356975,-168594.30905169,11661092.6033443,-135523.294292573
11360900,-168605.219811145,11659165.9070507,-129660.687239513
11365275,-162047.002669102,11657239.2107571,-129917.208087951
11369525,-162064.50211377,11655347.9445455,-123758.44243178
11373950,-162083.073996372,11653456.678334,-117423.604337672
11378650,-162094.005006136,11651658.2494701,-110914.244463919
11383325,-155577.328955792,11649859.8206061,-110957.491650274
11387975,-155594.816981435,11648043.5302362,-104473.713254737
11393000,-155613.394438088,11646227.2398663,-97613.8454281893
11397275,-155624.34569816,11644255.1566525,-91355.8109543659
11402075,-149584.192165575,11642283.0734388,-90623.881273197
11406200,-149601.668772193,11640245.944814,-84444.2760417592
11409975,-149620.251802896,11638208.8161891,-78613.5643862356
11414050,-149631.223313275,11636083.0199514,-72401.796638079
11418325,-143739.545456502,11633957.2237136,-71892.6782570742
11422425,-143757.010644095,11631803.2798943,-65621.2692501601
11426650,-143775.599248848,11629649.3360749,-59223.7368260883
11430950,-143786.591009536,11627700.535682,-52963.9446724877
11435175,-137467.658338545,11625751.7352891,-53109.0769505631
11439850,-137485.112107113,11623851.0962902,-46515.9841831364
11444725,-137503.706285916,11621950.4572914,-39721.7510054763
11449225,-137514.718296912,11620020.5249152,-33280.806618318
11452850,-131287.781528218,11618090.5925391,-33952.8110108487
11456700,-131305.223877762,11616290.6600836,-28285.4362058006
11460125,-131323.823630614,11614490.7276281,-23041.9039974418
11464575,-131334.855891919,11612731.2090306,-16821.3531386685
11468700,-125365.569836464,11610971.6904331,-16906.1205966566
11473125,-125383.000766983,11609371.4146396,-10863.4138725959
11477275,-125401.606093885,11607771.138846,-5094.53275215253
11481900,-125412.658605498,11606384.2831682,928.375437278301
11486875,-119524.805117846,11604997.4274904,1402.37762744352
11491500,-119542.224629339,11603907.6903789,7134.53425042704
11496250,-119560.835530292,11602817.9532674,12992.8822628707
11500725,-119571.908292213,11601895.0201313,18401.8881609049
11505000,-113667.314292441,11600972.0869952,17695.2272972465
11509800,-113684.722384909,11600110.8505323,23373.8718525674
11514525,-113703.338859911,11599249.6140695,28978.7247904204
11518925,-113714.431872141,11598484.3910176,34155.0408545397
11523975,-107596.659138375,11597719.1679657,33852.4911726639
11529175,-107614.055811818,11596925.8292663,39863.2265454978
11534150,-107632.67786087,11596132.4905669,45650.187293943
11539500,-107643.791123408,11595209.1653746,51934.6257488392
11545225,-101547.635448788,11594285.8401822,52486.7952665742
11550025,-101565.020703206,11593363.9604172,58226.0602859799
11553875,-101583.648326308,11592442.0806522,63016.5676740687
11558050,-101594.781839154,11591439.6818353,68205.1000038907
11562350,-95572.2990593283,11590437.2830183,67485.0160410386
11567025,-95589.6728947214,11589433.6977178,73180.975176882
11571950,-95608.3060918735,11588430.1124174,79128.1936744824
11576400,-95619.4598550277,11587498.3569565,84521.1028985418
11580925,-89703.6767946702,11586566.6014956,84062.0752990916
11586075,-89721.0392110383,11585632.3329591,90163.7062519211
11591275,-89739.6779822404,11584698.0644227,96316.6135595851
11596650,-89750.8519957028,11583731.7224826,102669.129513152
11601300,-84125.4579170573,11582765.3805424,102660.077374609
11604875,-84142.8089144005,11581798.4241443,107219.384770062
11608950,-84161.4532596525,11580831.4677462,112279.985513421
11613250,-84172.6475234232,11579944.1611358,117478.486387605
11617425,-78797.0535409057,11579056.8545254,117165.199015498
11622375,-78814.3931192239,11578291.0542004,122898.338918794
11627225,-78833.0430385258,11577525.2538754,128532.789163077
11632600,-78844.2575526048,11576676.2190863,134768.038466312
11638150,-73529.3031701083,11575827.1842971,135852.118872972
11644025,-73546.6313294015,11574980.6405303,142590.990799062
11648650,-73565.2868227533,11574134.0967635,148081.190059209
11653000,-73576.5215871406,11573147.9684901,153428.553097032
11657075,-67890.1561930006,11572161.8402167,152803.315976325
11661825,-67907.4729332687,11570961.4564388,158771.016494485
11665900,-67926.1340006705,11569761.0726609,164065.061339779
11669625,-67937.389015366,11568850.6292441,168711.75977128
11674450,-62196.2085759916,11567940.1858273,168706.022748714
11679100,-62213.5138972347,11567155.4436347,174158.070262486
11684125,-62232.1805386865,11566370.7014422,179986.479096465
11689325,-62243.4558036903,11565591.9446757,185976.511127984
11694575,-56789.764525258,11564813.1879092,186551.576616067
11699975,-56807.0584274762,11563900.9823096,192881.076117925
11704550,-56825.7306429779,11562988.7767099,198386.953933069
11708775,-56837.0261582899,11561946.2062762,203665.819882093
11713200,-51333.1654885157,11560903.6358425,203629.52964603
11716975,-51350.4479717089,11559681.6056688,208643.842302956
11721850,-51369.1257612605,11558459.575495,214759.550266242
11726675,-51380.4415268808,11557423.8080194,220631.633507457
11731350,-45649.3819195292,11556388.0405438,220611.341375701
11736500,-45666.6529836973,11555439.3598758,226727.293107895
11742025,-45685.3363472989,11554490.6792078,233219.657139525
11747050,-45696.6723632275,11553563.2863487,239183.386014523
11752400,-39871.6776708398,11552635.8934896,239635.784181204
11756675,-39888.937315983,11551704.7238823,244859.213433696
11761075,-39907.6262536345,11550773.5542749,250209.071978696
11765350,-39918.9825198713,11549807.2395914,255461.742928451
11769550,-34148.2869182805,11548840.9249079,254857.362010378
11773650,-34165.5351443987,11547968.239483,259847.295661349
11778550,-34184.2296561001,11547095.5540582,265638.675597904
11782875,-34195.6061726452,11546320.8628683,270749.743304299
11788075,-28550.793721455,11545546.1716785,271079.622042956
11792525,-28568.0305285482,11544825.6728715,276267.35765706
11797800,-28586.7306142996,11544105.1740645,282281.556549817
11802850,-28598.127381153,11543365.769325,288082.358056163
11806675,-23210.8526468297,11542626.3645855,287259.488061331
11810575,-23228.0780348979,11541843.1968957,291959.881139202
11815150,-23246.7836946992,11541060.0292059,297336.754488807
11820025,-23258.2007118608,11540505.2827867,302777.917925127
11824450,-17882.78117561,11539950.5363676,302382.244808035
11829375,-17899.9951446532,11539514.2204467,307760.77469795
11835100,-17918.7063785045,11539077.9045258,313940.801852671
11841550,-17930.1436459744,11538674.3670717,320805.77657423
11847750,-12271.1318384549,11538270.8296177,321750.302220803
11853225,-12288.3335634427,11537855.903832,327657.429731471
11857700,-12307.0503713439,11537440.9780463,332566.072325053
11862025,-12318.507889122,11536907.4691125,337436.03877664
11867500,-6394.41695555291,11536373.9601787,337520.45677688
11872900,-6411.60643648531,11535938.1183527,343373.488083787
11877925,-6430.32881843644,11535502.2765267,348853.052291714
11884150,-6441.80658652287,11535095.703066,355496.103520503
11889425,-668.819961698402,11534689.1296053,355404.690356383
11894650,-685.99719857541,11534116.8824012,361219.114797371
11900650,-704.72515457648,11533544.6351971,367810.089957481
11905625,-716.223172971173,11532856.9356011,373484.287571896
11910050,4934.3307195241,11532169.2360051,372946.433275418
11914525,4917.16572670248,11531376.3634783,378231.470795007
11918450,4898.43219665147,11530583.4909515,382968.076851826
11923350,4886.91392794856,11529810.8301268,388652.255945234
11928575,10407.3184160048,11529038.1693021,389129.512281882
11933325,10390.1656672386,11528074.3892749,394860.445057822
11938750,10371.4265631376,11527110.6092478,401267.964189095
11943650,10359.8880441265,11525984.7037177,407305.408238139
11948650,15779.6432621975,11524858.7981877,408011.558550099
11952900,15762.5027574867,11523460.3481923,413677.149050202
11956950,15743.7580793358,11522061.8981969,419144.343723742
11960800,15732.1993100164,11520390.2422532,424677.558436833
11964125,21579.1686489997,11518718.5863094,423827.245041622
11967675,21562.0403883443,11517199.2815481,428913.678063605
11971875,21543.2901361435,11515679.9767867,434651.733077133
11976750,21531.7111165159,11514229.1454489,440989.143434558
11981475,27622.3776756109,11512778.3141111,441074.30821326
11986175,27605.2616590108,11511466.0511982,447103.687142786
11990400,27586.50583276,11510153.7882853,452659.705881961
11994475,27574.9065628242,11508886.3586454,458013.734791771
11999375,33752.5622954246,11507618.9290055,458003.508699043
12004200,33735.45852288,11506270.6744166,464193.867060566
12008300,33716.7005110472,11504922.4198276,469660.879661378
12012175,33705.0776023352,11503548.1660402,474921.75635748
12016250,39863.8788509552,11502173.9122528,474212.208896246
12019950,39846.787322466,11500818.6027465,479284.609931007
12024100,39828.0271250512,11499463.2932403,484808.67963469
12028150,39816.3805775631,11498209.300637,490124.318785423
12032450,45638.2777646283,11496955.3080338,489856.4142016
12036950,45621.1984801944,11495846.4421102,495482.359409641
12041050,45602.4360971976,11494737.5761866,500709.987716246
12045200,45590.7659109333,11493749.5876663,505859.646422816
12049750,51285.6210355554,11492761.5991459,505702.779818499
12054375,51268.553995177,11491776.0259872,511330.420017615
12058375,51249.7894265981,11490790.4528285,516334.757744933
12063250,51238.0956015577,11489798.4188933,522213.485505166
12067325,56888.5417244425,11488806.3849581,521630.07331747
12072075,56871.4869281194,11487887.9551883,527315.557883603
12076500,56852.7201739585,11486969.5254185,532677.754407577
12080775,56841.002710142,11486127.5932022,537806.404087633
12086050,62673.0965600383,11485285.660986,538091.242453976
12090850,62656.0540077707,11484498.2054537,543695.74053851
12095325,62637.2850680278,11483710.7499215,548976.96501052
12100200,62625.5439654351,11482937.1283202,554637.327714317
12105225,68397.0356087157,11482163.506719,554664.457672238
12109175,68380.0053005034,11481345.6824674,559449.312232099
12113325,68361.2341751785,11480527.8582157,564435.907609073
12117475,68349.4694338097,11479705.5138163,569420.016749892
12122475,73916.9812831559,11478883.1694168,569674.849299999
12126925,73899.963218999,11478259.7725624,574765.264218599
12131750,73881.189908092,11477636.375708,580232.434383944
12136675,73869.4015279471,11477193.7228053,585611.87566673
12141925,79794.6809079547,11476751.0699027,585379.249189362
12147325,79777.6750878532,11476438.7227603,591108.602151813
12152375,79758.8995913643,11476126.375618,596489.724790648
12156450,79747.0875724432,11475977.0797419,600725.832685698
12160600,85626.5926986185,11475827.7838657,599145.62343565
12164575,85609.5991225724,11475751.5339931,603213.866884287
12168725,85590.8214405015,11475675.2841205,607458.894438952
12173025,85578.9857828042,11475536.9776795,611909.036537685
12177500,91313.7669525166,11475398.6712385,610787.561809007
12181875,91296.7856205259,11493176.9865145,597401.22786494
12185975,91278.0057528729,11510955.3017906,583741.692456536
12189725,91266.1464563995,11805590.5643674,292868.289176157
12194575,97384.9965997887,12100225.8269443,-3035.82354408316
12198800,97368.0275118534,12364094.4615651,-262662.489076914
12203800,97349.2454586184,12627963.0961858,-521512.341644444
12207450,97337.3625233689,12627917.9504202,-517805.312943544
12211525,103356.874958326,12627872.8046545,-519704.679612847
12215225,-409307.576835416,12627771.9657952,-3239.38895980641
12219725,-414630.85491861,12627671.1269359,6684.7279826887
12224150,-414648.848716084,12627617.7176018,11181.1311143115
12228825,-414666.975694676,12627564.3082676,15927.6674270499
12233750,-414677.18951233,12627503.809395,20923.3801173698
12238275,-410442.05453304,12627443.3105223,21273.7440107483
12243325,-410460.037502499,12627428.5541023,26356.4834002424
12248500,-410478.178869315,12627413.7976822,31564.3811870944
12253250,-410488.404123103,12627395.5685661,36342.835556997
12258325,-404523.716794515,12627377.33945,35471.3773445264
12262175,-404541.688935959,12627186.0605174,39530.6284185629
12266450,-404559.844691,12626994.7815848,44015.0631061941
12271450,-404570.081380921,12626459.9814853,49560.0998955835
12275275,-399565.72644,12625925.1813859,48915.5450541284
12279350,-399583.687753429,12625204.3542003,53729.3335531522
12283950,-399601.857896694,12624483.5270147,59068.3308820128
12288525,-399612.106022749,12623444.7360148,64692.370007921
12292825,-396423.504747099,12622405.945015,66842.5597321205
12297575,-396441.455232512,12621176.7484285,72839.7068040036
12302025,-396459.639764002,12619947.551842,78537.0879219603
12306925,-396469.899326191,12618528.2226705,84866.6766556595
12310800,-391144.943464004,12617108.893499,84836.049964983
12314800,-391162.883121401,12615584.1017977,90378.7813236862
12318825,-391181.07751924,12614059.3100964,95946.7674228307
12322975,-391191.353039438,12612382.9754217,101783.377617737
12326925,-385896.214064063,12610706.640747,102114.57331707
12330925,-385914.142893446,12608972.9486111,107866.194282351
12335525,-385932.347157634,12607239.2564752,114218.09068244
12340450,-385942.638635841,12605414.0767479,120978.561887931
12344900,-381580.192377839,12603588.8970206,122891.295357212
12349750,-381598.110379206,12601727.5648232,129620.545556033
12353975,-381616.324509743,12599866.2326257,135725.091884026
12358250,-381626.631945959,12597905.1428799,141971.489066072
12362425,-376880.457742322,12595944.0531341,143361.404608265
12366550,-376898.364915673,12593953.2599995,149495.104916135
12370925,-376916.588912559,12591962.466865,155879.122047542
12374700,-376926.912306785,12589938.5609699,161688.35133687
12378525,-375029.920572995,12587914.6550748,165640.265498182
12382700,-375047.816918332,12585988.5874458,171759.229472557
12386875,-375066.050781566,12584062.5198167,177878.530964831
12391375,-375076.390133801,12582164.7627885,184286.627345335
12396150,-370213.623344098,12580267.0057602,186096.617583901
12400650,-370231.508861419,12578448.3421236,192433.16673778
12405475,-370249.752591003,12576629.6784871,199095.07410392
12409625,-370260.107901247,12574838.4788134,205046.629087871
12413800,-363125.331850968,12573047.2791397,203878.052711297
12418575,-363143.206540274,12571241.9568761,210476.249664171
12422850,-363161.460136207,12569436.6346125,216574.825523673
12427050,-363171.83140446,12567716.3420341,222505.489370404
12431150,-358711.575064507,12565996.0494556,223865.525608929
12435700,-358729.438925797,12564369.2589297,230060.179996101
12440250,-358747.702388079,12562742.4684038,236255.233984265
12444500,-358758.089614342,12561106.6198394,242151.46977493
12449025,-354179.368968388,12559470.771275,243733.597693376
12453575,-354197.222001663,12557820.8570875,249951.36491416
12458275,-354215.495330294,12556170.9429,256319.5524303
12461975,-354225.898514566,12554480.1770842,261720.721430365
12465700,-349223.977004738,12552789.4112684,262134.565736329
12469250,-349241.819209998,12551099.395851,267392.423359031
12472725,-349260.102404978,12549409.3804335,272575.72197145
12476750,-349270.521547259,12547801.8310103,278218.690536981
12480800,-343606.708811332,12546194.281587,278212.427224305
12484975,-343624.540188576,12544670.6385113,283928.901677307
12489350,-343642.833249905,12543146.9954355,289845.837814391
12493450,-343653.268350195,12541700.8489426,295402.419407561
12497575,-337699.008348683,12540254.7024498,295019.305898927
12501775,-337716.828897912,12538811.7810687,300680.047829242
12505975,-337735.13182559,12537368.8596876,306341.272138005
12510200,-337745.582883889,12535865.715511,312079.867372924
12513675,-332341.65203414,12534362.5713343,311654.080699794
12518050,-332359.461755353,12532836.0101428,317573.451612584
12522000,-332377.77454938,12531309.4489512,323068.325598186
12526450,-332388.241565689,12529816.9827843,329021.258781431
12530075,-327069.843430066,12528324.5166173,328820.326812744
12533950,-327087.642323264,12526883.366827,334154.275496269
12538125,-327105.96498364,12525442.2170367,339788.747946968
12542650,-327116.447957958,12523965.5710014,345800.876956586
12547050,-321131.40115593,12522488.9249661,345692.476189855
12552175,-321149.189221113,12521059.1068783,352265.082342796
12557150,-321167.521747838,12519629.2887906,358688.232957279
12560925,-321178.020680165,12518167.149013,363935.871667212
12564875,-315155.513042122,12516705.0092353,363325.503806775
12569050,-315173.29027929,12515295.2451909,368928.045088356
12573625,-315191.632672364,12513885.4811465,374931.151525846
12577900,-315202.1475627,12512507.1633565,380594.984206239
12581625,-309399.022696053,12511128.8455664,379895.177129647
12585825,-309416.789105205,12509633.741139,385608.047966162
12590300,-309435.141364628,12508138.6367117,391596.504652947
12594925,-309445.672212974,12506763.3519478,397607.320265163
12600125,-303983.178354468,12505388.0671839,398720.11117053
12605150,-304000.933935605,12503930.6187798,405220.315155756
12609625,-304019.296061377,12502473.1703758,411171.125685614
12613175,-304029.842867732,12500799.8263853,416405.016482435
12616825,-298412.777482137,12499126.4823948,416111.295087308
12620725,-298430.522235258,12497346.5143932,421809.007842015
12624350,-298448.894227379,12495566.5463917,427232.347835725
12628725,-298459.456991744,12493853.4039087,433331.053083092
12632450,-292767.438750913,12492140.2614256,433077.177325267
12636450,-292785.172676019,12490425.3519453,438809.820730694
12641425,-292803.554534489,12488710.442465,445518.112069482
12645975,-292814.133256862,12487583.7152865,451205.417970369
12650850,-286932.042145435,12486456.988108,451325.054037454
12654575,-286949.765242526,12485634.7745839,455889.990658598
12658925,-286968.156967345,12484812.5610599,461080.595907468
12662825,-286978.751647728,12484077.261603,465726.490044745
12666900,-280811.516217969,12483341.9621461,464369.554071881
12671150,-280829.228487044,12482627.1555666,469352.072920473
12675575,-280847.630078212,12481912.3489871,474510.281091157
12679425,-280858.240716604,12481125.383755,479157.856961569
12683800,-274547.199016119,12480338.418523,478008.780493105
12687475,-274564.900457179,12694464.930845,267574.969612159
12691575,-274583.311914696,12908591.443167,57566.8687476721
12696025,-274593.938511098,13135724.4428662,-165105.504355071
12700200,-268043.676160278,13362857.4425653,-394613.766405035
12704350,-268061.366773323,13367391.8300746,-394980.463301321
12708300,-268079.788097189,13371926.217584,-395546.429486789
12711950,-268090.4306516,13372049.9728237,-392009.542172099
12716150,-261712.951716297,13372173.7280634,-394310.776347123
12720400,-261730.631501327,13372279.5945375,-390148.963036168
12724000,-261749.062691542,13372385.4610116,-386636.398320029
12727800,-261759.721203961,13372485.6843364,-382925.963132441
12730925,-255671.386582454,13372585.9076612,-385989.521078778
12735575,-255689.055539468,13372599.9434979,-381335.887958461
12739650,-255707.496596032,13372613.9793346,-377256.482738595
12743550,-255718.171066461,13371855.938409,-372587.767342571
12747700,-249598.33430303,13371097.8974834,-373799.563180406
12752125,-249615.992432029,13370100.9786631,-368359.986231085
12756275,-249634.443354942,13369104.0598428,-363194.61648785
12760200,-249645.13378338,13366543.6267001,-356698.492916716
12764450,-243350.226451078,13363983.1935574,-356182.967106322
12768200,-243367.873752061,13362639.7953855,-351071.921633471
12772350,-243386.334541323,13361296.3972137,-345560.062672343
12776900,-243397.040927771,13359872.5652256,-339575.524297811
12781475,-236775.264160811,13358448.7332375,-340198.469076687
12785325,-236792.90063378,13356866.5661243,-334748.665490549
12789750,-236811.371289391,13355284.3990112,-328723.027721768
12794225,-236822.093633847,13353411.3796871,-322364.28605322
12798675,-230322.437194454,13351538.360363,-322540.92316852
12802850,-230340.062248398,13349473.4804308,-316283.418182421
12806800,-230358.542770358,13347408.6004987,-310250.057728304
12811000,-230369.281072823,13345219.1564655,-303849.875392722
12814775,-224172.607233158,13343029.7124324,-304082.105199272
12819000,-224190.220868076,13340933.8066139,-297743.585745787
12822225,-224208.711256385,13338837.9007953,-292404.189538915
12826650,-224219.46551686,13336772.8638051,-285903.39828819
12829925,-218299.441185545,13334707.8268148,-286483.385629255
12834000,-218317.043401438,13332594.0868973,-280277.043495886
12837800,-218335.543656096,13330480.3469798,-274344.803323751
12842275,-218346.31387458,13328553.8212146,-267932.507340066
12846750,-212351.667794055,13326627.2954494,-267525.627655389
12851450,-212369.258590923,13324500.644634,-260681.386043033
12856025,-212387.76871193,13322373.9938185,-253961.225106539
12859650,-212398.554888423,13320373.5646678,-248325.009779388
12863350,-205962.761197192,13318373.1355172,-249060.374319961
12867175,-205980.340575035,13316236.7604765,-243081.419901473
12870925,-205998.860562391,13314100.3854359,-237176.524873473
12874325,-206009.662696894,13311921.5434025,-231586.880705595
12878750,-199783.650049123,13309742.7013691,-231209.05131999
12882400,-199801.218007941,13307525.7483034,-225324.530295499
12886275,-199819.747861646,13305308.7952378,-219214.047376117
12890475,-199830.565954158,13303401.0335184,-213095.467564246
12894875,-193674.968672095,13301493.271799,-212943.303126948
12899525,-193692.525211888,13299673.7753831,-206456.250171175
12904600,-193711.064931942,13297854.2789671,-199543.214035142
12909050,-193721.898982463,13296326.8262397,-193554.927257242
12913300,-187280.202624552,13294799.3735123,-194219.170887772
12917075,-187297.74774532,13293368.8998457,-188996.152100425
12921700,-187316.297331723,13291938.4261792,-182922.128847446
12926425,-187327.147340253,13290444.7421801,-176692.594839847
12931250,-181086.73053201,13288951.058181,-176614.32764902
12935200,-181104.264233753,13287537.1374908,-171232.873257043
12940150,-181122.819394206,13286123.2168006,-164850.397406355
12944800,-181133.689653045,13284688.1155139,-158754.425860884
12949075,-174919.531368723,13283253.0142273,-159258.48285857
12953750,-174937.053651441,13281307.1817722,-152620.128120758
12958425,-174955.614385944,13279361.3493171,-145980.73493116
12962775,-174966.50489509,13277280.0436757,-139538.538780626
12965900,-168558.231879444,13275198.7380343,-140740.506154884
12969350,-168575.742743137,13272906.6993203,-134980.956577159
12972825,-168594.30905169,13270614.6606063,-129195.351554573
12976150,-168605.219811145,13267826.3589117,-123071.139100548
12980150,-162047.002669102,13265038.0572171,-122841.054548021
12983950,-162064.50211377,13262603.338972,-116588.8368582
12987675,-162083.073996372,13260168.6207268,-110410.54673044
12991150,-162094.005006136,13257709.4482873,-104465.443281116
12995200,-155577.328955792,13255250.2758477,-104472.946891898
12999175,-155594.816981435,13252761.9126597,-97992.095678255
13003025,-155613.394438088,13250273.5494717,-91635.1550336014
13006775,-155624.34569816,13247790.4217104,-85391.0760122444
13010900,-149584.192165575,13245307.2939491,-84823.1017835438
13014750,-149601.668772193,13242824.9705554,-78473.301783165
13018375,-149620.251802896,13240342.6471616,-72347.3953587003
13021825,-149631.223313275,13237891.2165895,-66434.9932762384
13025950,-143739.545456502,13235439.7860174,-65750.2405609284
13030225,-143757.010644095,13233065.4065667,-59083.3959225956
13034200,-143775.599248848,13230691.027116,-52715.4278671052
13038500,-143786.591009536,13228383.0979172,-46096.5069076512
13042750,-137467.658338545,13226075.1687184,-45857.5103798751
13046475,-137485.112107113,13223865.4986294,-39905.3865223341
13050050,-137503.706285916,13221655.8285405,-34102.122254556
13053700,-137514.718296912,13219449.8613204,-28235.143023476
13057425,-131287.781528218,13217243.8941003,-28531.1125720832
13061350,-131305.223877762,13215030.8475123,-22375.6236344948
13064850,-131323.823630614,13212817.8009242,-16643.9772935975
13068875,-131334.855891919,13210641.0294325,-10431.173540568
13072275,-125365.569836464,13208464.2579408,-10823.688104298
13076000,-125383.000766983,13206371.1397298,-4988.13896284066
13080375,-125401.606093885,13204278.0215189,1498.58457499743
13084225,-125412.658605498,13202343.3090955,7294.34950997308
13088050,-119524.805117846,13200408.5966722,7166.20844568312
13092275,-119542.224629339,13198621.6520958,13195.5725335069
13096075,-119560.835530292,13196834.7075195,18801.1280107889
13099450,-119571.908292213,13195095.7929145,23926.1153776776
13102750,-113667.314292441,13193356.8783096,23060.4359828718
13106575,-113684.722384909,13191667.3451785,28592.3772063758
